event_id,home_team,away_team,league,country,date,time,kickoff,venue,source,scraped_at,odds_home,odds_draw,odds_away,odds_over_05,odds_under_05,odds_over_15,odds_under_15,odds_over_25,odds_under_25,odds_over_35,odds_under_35,odds_over_45,odds_under_45,odds_btts_yes,odds_btts_no,odds_dc_1x,odds_dc_x2,odds_dc_12,odds_dnb_home,odds_dnb_away,odds_htft_1_1,odds_htft_1_x,odds_htft_1_2,odds_htft_x_1,odds_htft_x_x,odds_htft_x_2,odds_htft_2_1,odds_htft_2_x,odds_htft_2_2,odds_cs_1_0,odds_cs_2_0,odds_cs_2_1,odds_cs_3_0,odds_cs_3_1,odds_cs_3_2,odds_cs_0_0,odds_cs_1_1,odds_cs_2_2,odds_cs_0_1,odds_cs_0_2,odds_cs_1_2,odds_cs_0_3,odds_cs_1_3,odds_cs_2_3,odds_ah_home_minus_15,odds_ah_away_plus_15,odds_ah_home_minus_10,odds_ah_away_plus_10,odds_ah_home_minus_05,odds_ah_away_plus_05,odds_ah_home_plus_05,odds_ah_away_minus_05,odds_ht_over_05,odds_ht_under_05,odds_ht_btts_yes,odds_ht_btts_no
sr:match:67546190,CA Talleres de Cordoba,Argentino de Merlo,Copa Argentina,,2026-02-04,22:00:00,2026-02-04T22:00:00,CA Talleres de Cordoba Stadium,sportybet,2026-01-31T10:28:32.142013,1.18,6.4,15.5,1.03,9.4,1.2,4.2,1.64,2.15,2.6,1.46,4.5,1.18,2.55,1.45,1.03,3.7,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67546188,CA Platense,CD Argentino Monte Maiz,Copa Argentina,,2026-02-05,00:15:00,2026-02-05T00:15:00,CA Platense Stadium,sportybet,2026-01-31T10:28:32.142144,1.21,6.1,12.5,1.03,9.4,1.22,4.0,1.69,2.1,2.75,1.42,4.7,1.15,2.45,1.49,1.05,3.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67546192,Deportivo Riestra AFBC,CD Maipu,Copa Argentina,,2026-02-05,22:00:00,2026-02-05T22:00:00,Deportivo Riestra AFBC Stadium,sportybet,2026-01-31T10:28:32.142262,2.1,3.2,3.6,1.08,6.9,1.4,2.8,2.25,1.61,4.0,1.22,7.3,1.06,1.96,1.76,1.26,1.64,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67546194,CA Barracas Central,CA Temperley,Copa Argentina,,2026-02-06,00:15:00,2026-02-06T00:15:00,CA Barracas Central Stadium,sportybet,2026-01-31T10:28:32.142375,1.8,3.6,4.3,1.07,7.2,1.41,2.75,2.25,1.6,4.1,1.21,7.4,1.06,2.1,1.66,1.21,1.84,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67820204,AFC Fylde,Southport FC,FA Trophy,,2026-01-31,15:00:00,2026-01-31T15:00:00,AFC Fylde Stadium,sportybet,2026-01-31T10:28:34.963261,1.81,3.9,3.7,1.03,10.5,1.15,5.0,1.5,2.45,2.2,1.61,3.75,1.25,1.47,2.4,1.25,1.82,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:68072760,AFC Telford United,Yeovil Town,FA Trophy,,2026-01-31,15:00:00,2026-01-31T15:00:00,AFC Telford United Stadium,sportybet,2026-01-31T10:28:34.963385,3.1,3.6,2.1,1.04,9.0,1.27,3.6,1.82,1.92,3.0,1.35,5.5,1.12,1.67,2.0,1.61,1.33,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67820196,Chatham Town,Southend United,FA Trophy,,2026-01-31,15:00:00,2026-01-31T15:00:00,Chatham Town Stadium,sportybet,2026-01-31T10:28:34.963494,5.4,4.1,1.54,1.04,9.4,1.24,3.75,1.76,1.99,2.9,1.38,5.2,1.14,1.81,1.82,2.2,1.14,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67820200,FC Halifax Town,Kidderminster Harriers FC,FA Trophy,,2026-01-31,15:00:00,2026-01-31T15:00:00,FC Halifax Town Stadium,sportybet,2026-01-31T10:28:34.963616,2.35,3.2,2.95,1.07,7.2,1.39,2.85,2.2,1.63,4.0,1.22,7.6,1.07,1.88,1.76,1.35,1.52,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67773442,Forest Green Rovers,Wealdstone FC,FA Trophy,,2026-01-31,15:00:00,2026-01-31T15:00:00,Forest Green Rovers Stadium,sportybet,2026-01-31T10:28:34.963717,1.49,4.2,5.9,1.04,9.5,1.24,3.8,1.74,2.0,2.8,1.4,5.1,1.15,1.83,1.81,1.13,2.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67820198,Scunthorpe United,Horsham FC,FA Trophy,,2026-01-31,15:00:00,2026-01-31T15:00:00,Scunthorpe United Stadium,sportybet,2026-01-31T10:28:34.963817,1.44,4.3,6.6,1.05,8.8,1.29,3.4,1.88,1.86,3.2,1.32,5.9,1.11,2.05,1.64,1.11,2.4,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67820202,Tamworth FC,Marine FC,FA Trophy,,2026-01-31,15:00:00,2026-01-31T15:00:00,Tamworth FC Stadium,sportybet,2026-01-31T10:28:34.963919,1.95,3.6,3.4,1.03,9.9,1.21,4.1,1.66,2.15,2.6,1.46,4.6,1.17,1.57,2.15,1.28,1.71,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:68072682,Walton and Hersham FC,Woking FC,FA Trophy,,2026-01-31,15:00:00,2026-01-31T15:00:00,Walton and Hersham FC Stadium,sportybet,2026-01-31T10:28:34.964019,3.4,3.6,1.96,1.03,9.8,1.21,4.1,1.68,2.1,2.65,1.45,4.7,1.17,1.58,2.15,1.7,1.28,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67809770,OFI Crete,APO Levadiakos FC,Greece Cup,,2026-02-04,16:00:00,2026-02-04T16:00:00,OFI Crete Stadium,sportybet,2026-01-31T10:28:34.964155,2.95,3.5,2.2,0.0,0.0,1.28,3.5,1.86,1.88,3.1,1.34,0.0,0.0,1.7,2.0,1.56,1.34,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:67809772,Panathinaikos,PAOK,Greece Cup,,2026-02-04,18:30:00,2026-02-04T18:30:00,Panathinaikos Stadium,sportybet,2026-01-31T10:28:34.964278,2.6,3.25,2.6,0.0,0.0,1.36,3.0,2.1,1.69,3.7,1.25,0.0,0.0,1.82,1.85,1.43,1.42,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61357573,Annan Athletic FC,Clyde FC,League 2,,2026-01-31,15:00:00,2026-01-31T15:00:00,Annan Athletic FC Stadium,sportybet,2026-01-31T10:28:34.964390,2.35,3.75,2.55,1.02,9.6,1.14,5.25,1.47,2.55,2.15,1.66,3.5,1.27,1.4,2.6,1.43,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61357575,Dumbarton FC,Edinburgh City FC,League 2,,2026-01-31,15:00:00,2026-01-31T15:00:00,Dumbarton FC Stadium,sportybet,2026-01-31T10:28:34.964497,2.05,3.75,3.1,1.02,9.8,1.17,4.7,1.54,2.35,2.3,1.56,3.9,1.22,1.47,2.35,1.32,1.66,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61357577,East Kilbride FC,Forfar Athletic FC,League 2,,2026-01-31,15:00:00,2026-01-31T15:00:00,East Kilbride FC Stadium,sportybet,2026-01-31T10:28:34.964602,1.69,4.0,4.2,1.03,10.5,1.18,4.4,1.59,2.25,2.45,1.51,4.2,1.2,1.58,2.15,1.21,1.95,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61357579,Elgin City FC,Spartans FC,League 2,,2026-01-31,15:00:00,2026-01-31T15:00:00,Elgin City FC Stadium,sportybet,2026-01-31T10:28:34.964722,2.8,3.33,2.4,1.05,8.6,1.28,3.5,1.87,1.87,3.1,1.34,5.75,1.12,1.66,2.0,1.49,1.38,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61357581,Stirling Albion FC,Stranraer FC,League 2,,2026-01-31,15:00:00,2026-01-31T15:00:00,Stirling Albion FC Stadium,sportybet,2026-01-31T10:28:34.964825,2.7,3.5,2.35,1.03,10.0,1.2,4.3,1.63,2.2,2.55,1.48,4.4,1.18,1.51,2.3,1.51,1.4,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493419,AFC Wimbledon,Bolton Wanderers,League One,,2026-01-31,12:30:00,2026-01-31T12:30:00,AFC Wimbledon Stadium,sportybet,2026-01-31T10:28:34.964946,4.0,3.5,1.93,1.07,8.1,1.35,3.1,2.1,1.72,3.7,1.27,7.1,1.09,1.92,1.82,1.8,1.25,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493423,Bradford City FC,Doncaster Rovers,League One,,2026-01-31,12:30:00,2026-01-31T12:30:00,Bradford City FC Stadium,sportybet,2026-01-31T10:28:34.965068,2.5,3.4,2.8,1.05,9.0,1.28,3.6,1.89,1.89,3.2,1.35,6.0,1.12,1.7,2.1,1.42,1.5,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493435,Northampton Town,Reading FC,League One,,2026-01-31,14:00:00,2026-01-31T14:00:00,Northampton Town Stadium,sportybet,2026-01-31T10:28:34.965219,3.1,3.33,2.3,1.07,8.0,1.36,3.1,2.1,1.71,3.75,1.26,7.25,1.08,1.86,1.88,1.57,1.36,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493421,Barnsley FC,Stevenage FC,League One,,2026-01-31,15:00:00,2026-01-31T15:00:00,Barnsley FC Stadium,sportybet,2026-01-31T10:28:34.965350,2.5,3.33,2.9,1.07,8.0,1.36,3.1,2.1,1.71,3.7,1.26,7.2,1.09,1.84,1.89,1.4,1.51,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493425,Burton Albion,Cardiff City,League One,,2026-01-31,15:00:00,2026-01-31T15:00:00,Burton Albion Stadium,sportybet,2026-01-31T10:28:34.965477,4.25,3.75,1.82,1.05,9.5,1.27,3.7,1.83,1.94,3.0,1.37,5.6,1.13,1.76,1.99,1.9,1.23,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493427,Exeter City,Rotherham United,League One,,2026-01-31,15:00:00,2026-01-31T15:00:00,Exeter City Stadium,sportybet,2026-01-31T10:28:34.965605,1.95,3.5,4.0,1.07,8.0,1.37,3.1,2.1,1.7,3.75,1.26,7.3,1.08,1.94,1.81,1.25,1.78,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493429,Leyton Orient London,Port Vale,League One,,2026-01-31,15:00:00,2026-01-31T15:00:00,Leyton Orient London Stadium,sportybet,2026-01-31T10:28:34.965731,2.15,3.4,3.4,1.06,8.5,1.32,3.3,2.0,1.79,3.4,1.3,6.6,1.1,1.8,1.94,1.31,1.65,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493431,Luton,Blackpool FC,League One,,2026-01-31,15:00:00,2026-01-31T15:00:00,Luton Stadium,sportybet,2026-01-31T10:28:34.965856,1.67,3.9,5.2,1.05,9.1,1.29,3.5,1.9,1.87,3.2,1.33,6.1,1.12,1.9,1.84,1.17,2.1,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493433,Mansfield Town,Wycombe Wanderers,League One,,2026-01-31,15:00:00,2026-01-31T15:00:00,Mansfield Town Stadium,sportybet,2026-01-31T10:28:34.965985,3.1,3.4,2.35,1.06,8.6,1.32,3.33,1.98,1.8,3.4,1.31,6.5,1.1,1.77,1.98,1.56,1.36,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493437,Peterborough United,Huddersfield,League One,,2026-01-31,15:00:00,2026-01-31T15:00:00,Peterborough United Stadium,sportybet,2026-01-31T10:28:34.966113,2.9,3.6,2.35,1.05,9.4,1.28,3.6,1.86,1.92,3.1,1.35,5.8,1.13,1.7,2.05,1.56,1.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493439,Stockport County FC,Plymouth Argyle,League One,,2026-01-31,15:00:00,2026-01-31T15:00:00,Stockport County FC Stadium,sportybet,2026-01-31T10:28:34.966251,1.89,3.6,4.1,1.05,9.6,1.26,3.8,1.81,1.97,2.95,1.39,5.5,1.14,1.72,2.05,1.24,1.83,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:61493441,Wigan Athletic,Lincoln City,League One,,2026-01-31,15:00:00,2026-01-31T15:00:00,Wigan Athletic Stadium,sportybet,2026-01-31T10:28:34.966383,3.3,3.3,2.25,1.08,7.6,1.4,2.9,2.2,1.65,4.0,1.23,7.8,1.07,1.93,1.81,1.6,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:66909370,Barnsley FC,Northampton Town,League One,,2026-02-03,19:45:00,2026-02-03T19:45:00,Barnsley FC Stadium,sportybet,2026-01-31T10:28:34.966468,1.76,3.8,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,1.91,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:68304340,Burton Albion,Doncaster Rovers,League One,,2026-02-03,19:45:00,2026-02-03T19:45:00,Burton Albion Stadium,sportybet,2026-01-31T10:28:34.966536,2.75,3.33,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.41,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63288027,PFC Montana 1921,FC CSKA 1948,Parva Liga,,2026-02-06,13:15:00,2026-02-06T13:15:00,PFC Montana 1921 Stadium,sportybet,2026-01-31T10:28:34.966664,5.2,3.6,1.64,0.0,0.0,1.34,3.1,2.05,1.73,3.5,1.27,0.0,0.0,1.99,1.71,1.99,1.15,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:63288033,PFC CSKA Sofia,FC Arda Kardzhali,Parva Liga,,2026-02-06,15:45:00,2026-02-06T15:45:00,PFC CSKA Sofia Stadium,sportybet,2026-01-31T10:28:34.966781,1.47,4.0,6.9,0.0,0.0,1.34,3.1,2.05,1.73,3.5,1.27,0.0,0.0,2.15,1.59,1.1,2.3,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:62413418,AC Trento,Calcio Lecco 1912,"Serie C, Group A",,2026-01-31,13:30:00,2026-01-31T13:30:00,AC Trento Stadium,sportybet,2026-01-31T10:28:34.966904,2.4,3.1,2.9,1.08,6.9,1.41,2.75,2.25,1.59,4.1,1.21,7.9,1.06,1.91,1.74,1.36,1.49,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:62413404,Dolomiti Bellunesi,Virtus Verona,"Serie C, Group A",,2026-01-31,13:30:00,2026-01-31T13:30:00,Dolomiti Bellunesi Stadium,sportybet,2026-01-31T10:28:34.967022,2.45,3.2,2.8,1.07,7.6,1.34,3.1,2.05,1.71,3.6,1.26,6.8,1.08,1.77,1.86,1.38,1.47,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:62413400,FC Arzignano Valchiampo,Triestina Calcio 1918,"Serie C, Group A",,2026-01-31,13:30:00,2026-01-31T13:30:00,FC Arzignano Valchiampo Stadium,sportybet,2026-01-31T10:28:34.967147,2.05,3.2,3.6,1.06,7.6,1.33,3.1,2.05,1.72,3.5,1.27,6.7,1.09,1.8,1.84,1.26,1.66,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:62413410,ACD Ospitaletto,AC Lumezzane,"Serie C, Group A",,2026-01-31,16:30:00,2026-01-31T16:30:00,ACD Ospitaletto Stadium,sportybet,2026-01-31T10:28:34.967255,2.35,3.1,3.0,1.08,7.0,1.39,2.85,2.2,1.62,3.9,1.22,7.6,1.07,1.87,1.77,1.34,1.51,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:62413408,Inter Milano U23,US Pergolettese Crema,"Serie C, Group A",,2026-01-31,16:30:00,2026-01-31T16:30:00,Inter Milano U23 Stadium,sportybet,2026-01-31T10:28:34.967388,1.83,3.2,4.5,1.09,6.4,1.47,2.55,2.4,1.52,4.5,1.18,8.6,1.05,2.15,1.58,1.19,1.81,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:62413402,AS Cittadella,US Albinoleffe,"Serie C, Group A",,2026-02-01,11:30:00,2026-02-01T11:30:00,AS Cittadella Stadium,sportybet,2026-01-31T10:28:34.967512,1.8,3.33,4.2,1.05,7.6,1.3,3.25,1.94,1.77,3.25,1.29,6.0,1.1,1.8,1.83,1.2,1.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr:match:62413412,Pro Patria Busto Arsizio,LR Vicenza,"Serie C, Group A",,2026-02-01,11:30:00,2026-02-01T11:30:00,Pro Patria Busto Arsizio Stadium,sportybet,2026-01-31T10:28:34.967615,7.9,4.25,1.37,1.06,7.4,1.35,2.95,2.05,1.69,3.6,1.25,6.6,1.08,2.35,1.48,2.5,1.08,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
